file,date,wavelength,instrument
/kanz_halph_fi_20080610_064409.fts.gz,2008-06-10T06:44:09+00:00,6563.0,HA2
/kanz_halph_fi_20080620_085916.fts.gz,2008-06-20T08:59:16+00:00,6563.0,HA2
/kanz_halph_fi_20080629_090139.fts.gz,2008-06-29T09:01:39+00:00,6563.0,HA2
/kanz_halph_fi_20080629_102646.fts.gz,2008-06-29T10:26:46+00:00,6563.0,HA2
/kanz_halph_fi_20080630_074752.fts.gz,2008-06-30T07:47:52+00:00,6563.0,HA2
/kanz_halph_fi_20080701_071902.fts.gz,2008-07-01T07:19:02+00:00,6563.0,HA2
/kanz_halph_fi_20080701_082105.fts.gz,2008-07-01T08:21:05+00:00,6563.0,HA2
/kanz_halph_fi_20080701_120926.fts.gz,2008-07-01T12:09:26+00:00,6563.0,HA2
/kanz_halph_fi_20080701_123630.fts.gz,2008-07-01T12:36:30+00:00,6563.0,HA2
/kanz_halph_fi_20080704_113951.fts.gz,2008-07-04T11:39:51+00:00,6563.0,HA2
/kanz_halph_fi_20080706_135553.fts.gz,2008-07-06T13:55:53+00:00,6563.0,HA2
/kanz_halph_fi_20080706_140551.fts.gz,2008-07-06T14:05:51+00:00,6563.0,HA2
/kanz_halph_fi_20080715_081829.fts.gz,2008-07-15T08:18:29+00:00,6563.0,HA2
/kanz_halph_fi_20080715_102941.fts.gz,2008-07-15T10:29:41+00:00,6563.0,HA2
/kanz_halph_fi_20080719_113516.fts.gz,2008-07-19T11:35:16+00:00,6563.0,HA2
/kanz_halph_fi_20080720_084854.fts.gz,2008-07-20T08:48:54+00:00,6563.0,HA2
/kanz_halph_fi_20080723_064658.fts.gz,2008-07-23T06:46:58+00:00,6563.0,HA2
/kanz_halph_fi_20080723_074902.fts.gz,2008-07-23T07:49:02+00:00,6563.0,HA2
/kanz_halph_fi_20080723_081605.fts.gz,2008-07-23T08:16:05+00:00,6563.0,HA2
/kanz_halph_fi_20080724_062011.fts.gz,2008-07-24T06:20:11+00:00,6563.0,HA2
/kanz_halph_fi_20080724_092035.fts.gz,2008-07-24T09:20:35+00:00,6563.0,HA2
/kanz_halph_fi_20080727_070813.fts.gz,2008-07-27T07:08:13+00:00,6563.0,HA2
/kanz_halph_fi_20080728_082857.fts.gz,2008-07-28T08:28:57+00:00,6563.0,HA2
/kanz_halph_fi_20080728_083454.fts.gz,2008-07-28T08:34:54+00:00,6563.0,HA2
/kanz_halph_fi_20080729_060640.fts.gz,2008-07-29T06:06:40+00:00,6563.0,HA2
/kanz_halph_fi_20080729_121416.fts.gz,2008-07-29T12:14:16+00:00,6563.0,HA2
/kanz_halph_fi_20080730_112656.fts.gz,2008-07-30T11:26:56+00:00,6563.0,HA2
/kanz_halph_fi_20080731_115349.fts.gz,2008-07-31T11:53:49+00:00,6563.0,HA2
/kanz_halph_fi_20080802_071749.fts.gz,2008-08-02T07:17:49+00:00,6563.0,HA2
/kanz_halph_fi_20080803_103951.fts.gz,2008-08-03T10:39:51+00:00,6563.0,HA2
/kanz_halph_fi_20080805_103434.fts.gz,2008-08-05T10:34:34+00:00,6563.0,HA2
/kanz_halph_fi_20080807_090624.fts.gz,2008-08-07T09:06:24+00:00,6563.0,HA2
/kanz_halph_fi_20080810_114510.fts.gz,2008-08-10T11:45:10+00:00,6563.0,HA2
/kanz_halph_fi_20080813_091743.fts.gz,2008-08-13T09:17:43+00:00,6563.0,HA2
/kanz_halph_fi_20080814_102332.fts.gz,2008-08-14T10:23:32+00:00,6563.0,HA2
/kanz_halph_fi_20080818_104324.fts.gz,2008-08-18T10:43:24+00:00,6563.0,HA2
/kanz_halph_fi_20080820_084254.fts.gz,2008-08-20T08:42:54+00:00,6563.0,HA2
/kanz_halph_fi_20080821_111524.fts.gz,2008-08-21T11:15:24+00:00,6563.0,HA2
/kanz_halph_fi_20080822_125916.fts.gz,2008-08-22T12:59:16+00:00,6563.0,HA2
/kanz_halph_fi_20080826_081048.fts.gz,2008-08-26T08:10:48+00:00,6563.0,HA2
/kanz_halph_fi_20080827_085537.fts.gz,2008-08-27T08:55:37+00:00,6563.0,HA2
/kanz_halph_fi_20080827_133458.fts.gz,2008-08-27T13:34:58+00:00,6563.0,HA2
/kanz_halph_fi_20080904_100850.fts.gz,2008-09-04T10:08:50+00:00,6563.0,HA2
/kanz_halph_fi_20080904_130212.fts.gz,2008-09-04T13:02:12+00:00,6563.0,HA2
/kanz_halph_fi_20080905_083018.fts.gz,2008-09-05T08:30:18+00:00,6563.0,HA2
/kanz_halph_fi_20080905_111234.fts.gz,2008-09-05T11:12:34+00:00,6563.0,HA2
