file,date,wavelength,instrument
/FG20070307_110550.0.fits,2007-03-07T11:05:50.037000,0,SOT/WB
/FG20070308_024448.9.fits,2007-03-08T02:44:48.900000,0,SOT/WB
/FG20070308_150648.2.fits,2007-03-08T15:06:48.221000,0,SOT/WB
/FG20070308_205146.3.fits,2007-03-08T20:51:46.365000,0,SOT/WB
/FG20070316_110059.7.fits,2007-03-16T11:00:59.767000,0,SOT/WB
/FG20070319_013242.8.fits,2007-03-19T01:32:42.803000,0,SOT/WB
/FG20070319_030119.1.fits,2007-03-19T03:01:19.105000,0,SOT/WB
/FG20070319_043359.8.fits,2007-03-19T04:33:59.843000,0,SOT/WB
/FG20070518_111059.3.fits,2007-05-18T11:10:59.330000,0,SOT/WB
/FG20070520_075218.3.fits,2007-05-20T07:52:18.336000,0,SOT/WB
/FG20070520_210030.7.fits,2007-05-20T21:00:30.798000,0,SOT/WB
/FG20070918_122434.9.fits,2007-09-18T12:24:34.918000,0,SOT/WB
/FG20070919_101028.3.fits,2007-09-19T10:10:28.344000,0,SOT/WB
/FG20070919_115734.9.fits,2007-09-19T11:57:34.906000,0,SOT/WB
/FG20070920_092828.9.fits,2007-09-20T09:28:28.950000,0,SOT/WB
/FG20070920_120935.1.fits,2007-09-20T12:09:35.126000,0,SOT/WB
/FG20070921_094438.3.fits,2007-09-21T09:44:38.357000,0,SOT/WB
/FG20070921_113630.8.fits,2007-09-21T11:36:30.861000,0,SOT/WB
/FG20070922_114129.3.fits,2007-09-22T11:41:29.384000,0,SOT/WB
/FG20070923_094230.0.fits,2007-09-23T09:42:30.092000,0,SOT/WB
/FG20070924_112730.0.fits,2007-09-24T11:27:30.068000,0,SOT/WB
/FG20070925_115830.9.fits,2007-09-25T11:58:30.904000,0,SOT/WB
/FG20071004_002932.8.fits,2007-10-04T00:29:32.834000,0,SOT/WB
/FG20071012_213537.1.fits,2007-10-12T21:35:37.154000,0,SOT/WB
/FG20071013_075035.0.fits,2007-10-13T07:50:35.045000,0,SOT/WB
/FG20071013_112208.3.fits,2007-10-13T11:22:08.366000,0,SOT/WB
/FG20071013_125151.7.fits,2007-10-13T12:51:51.775000,0,SOT/WB
/FG20071013_142146.3.fits,2007-10-13T14:21:46.364000,0,SOT/WB
/FG20071013_161246.1.fits,2007-10-13T16:12:46.130000,0,SOT/WB
/FG20071013_174242.3.fits,2007-10-13T17:42:42.317000,0,SOT/WB
/FG20071013_191742.0.fits,2007-10-13T19:17:42.023000,0,SOT/WB
/FG20071013_200636.5.fits,2007-10-13T20:06:36.534000,0,SOT/WB
/FG20071014_020640.4.fits,2007-10-14T02:06:40.460000,0,SOT/WB
/FG20071014_033641.4.fits,2007-10-14T03:36:41.432000,0,SOT/WB
/FG20071014_052136.9.fits,2007-10-14T05:21:36.987000,0,SOT/WB
/FG20071014_065141.1.fits,2007-10-14T06:51:41.150000,0,SOT/WB
/FG20071014_111309.7.fits,2007-10-14T11:13:09.709000,0,SOT/WB
/FG20071014_123640.9.fits,2007-10-14T12:36:40.916000,0,SOT/WB
/FG20071014_170701.4.fits,2007-10-14T17:07:01.415000,0,SOT/WB
/FG20071014_183641.6.fits,2007-10-14T18:36:41.630000,0,SOT/WB
/FG20071014_200639.4.fits,2007-10-14T20:06:39.405000,0,SOT/WB
/FG20071015_021746.2.fits,2007-10-15T02:17:46.266000,0,SOT/WB
/FG20071015_035245.9.fits,2007-10-15T03:52:45.952000,0,SOT/WB
/FG20071015_053241.1.fits,2007-10-15T05:32:41.193000,0,SOT/WB
/FG20071015_070237.3.fits,2007-10-15T07:02:37.368000,0,SOT/WB
/FG20071019_142951.6.fits,2007-10-19T14:29:51.617000,0,SOT/WB
/FG20071020_102026.3.fits,2007-10-20T10:20:26.362000,0,SOT/WB
/FG20071020_114504.6.fits,2007-10-20T11:45:04.646000,0,SOT/WB
/FG20071021_135451.8.fits,2007-10-21T13:54:51.884000,0,SOT/WB
/FG20071022_110135.3.fits,2007-10-22T11:01:35.360000,0,SOT/WB
/FG20071023_141450.9.fits,2007-10-23T14:14:50.940000,0,SOT/WB
/FG20071025_142951.3.fits,2007-10-25T14:29:51.330000,0,SOT/WB
/FG20071202_095442.2.fits,2007-12-02T09:54:42.219000,0,SOT/WB
/FG20071205_050443.6.fits,2007-12-05T05:04:43.620000,0,SOT/WB
/FG20071205_140401.6.fits,2007-12-05T14:04:01.603000,0,SOT/WB
/FG20071205_211154.2.fits,2007-12-05T21:11:54.250000,0,SOT/WB
/FG20071205_221153.3.fits,2007-12-05T22:11:53.301000,0,SOT/WB
/FG20080207_033437.4.fits,2008-02-07T03:34:37.476000,0,SOT/WB
/FG20080220_105548.2.fits,2008-02-20T10:55:48.261000,0,SOT/WB
/FG20080221_102947.1.fits,2008-02-21T10:29:47.145000,0,SOT/WB
/FG20080222_235717.3.fits,2008-02-22T23:57:17.332000,0,SOT/WB
/FG20080223_102949.4.fits,2008-02-23T10:29:49.498000,0,SOT/WB
/FG20080225_114448.6.fits,2008-02-25T11:44:48.651000,0,SOT/WB
/FG20080226_102017.9.fits,2008-02-26T10:20:17.920000,0,SOT/WB
/FG20080227_105748.2.fits,2008-02-27T10:57:48.296000,0,SOT/WB
/FG20080229_103418.4.fits,2008-02-29T10:34:18.497000,0,SOT/WB
/FG20080301_111147.2.fits,2008-03-01T11:11:47.271000,0,SOT/WB
/FG20080303_111048.9.fits,2008-03-03T11:10:48.925000,0,SOT/WB
/FG20080304_100347.7.fits,2008-03-04T10:03:47.700000,0,SOT/WB
/FG20080307_110447.7.fits,2008-03-07T11:04:47.774000,0,SOT/WB
/FG20080310_104947.0.fits,2008-03-10T10:49:47.082000,0,SOT/WB
/FG20080318_180447.5.fits,2008-03-18T18:04:47.509000,0,SOT/WB
/FG20080319_180418.3.fits,2008-03-19T18:04:18.305000,0,SOT/WB
/FG20080320_175247.7.fits,2008-03-20T17:52:47.769000,0,SOT/WB
/FG20080321_181047.1.fits,2008-03-21T18:10:47.192000,0,SOT/WB
/FG20080322_181646.1.fits,2008-03-22T18:16:46.198000,0,SOT/WB
/FG20080324_180918.0.fits,2008-03-24T18:09:18.009000,0,SOT/WB
