,DATE,0094,0131,0171,0193,0211,0304,0335
0,2010-05-15 00:01:06.184,0.9026373624801636,0.9469665884971619,0.9482085108757019,0.9261912703514099,0.89095538854599,0.8952142000198364,0.879689633846283
1,2010-05-22 00:01:06.184,0.9199168682098389,0.9438014030456543,0.9577376842498779,0.9295628070831299,0.9145709276199341,0.9009687900543213,0.902034342288971
2,2010-05-29 00:01:06.184,0.8863557577133179,0.9198023080825806,0.9440723657608032,0.9061023592948914,0.8465396165847778,0.8766124844551086,0.8584146499633789
3,2010-06-01 00:01:06.184,0.8857088685035706,0.9419440627098083,0.9471545815467834,0.9413958191871643,0.8890036344528198,0.8706027865409851,0.8629154562950134
4,2010-06-08 00:01:06.184,0.9026205539703369,0.9275985956192017,0.9387747645378113,0.9117392301559448,0.852969765663147,0.8854847550392151,0.8542145490646362
5,2010-06-15 00:01:06.184,0.9216551780700684,0.9361454248428345,0.9506410956382751,0.9389170408248901,0.9037090539932251,0.8824337720870972,0.8950307965278625
6,2010-06-22 00:01:06.184,0.9216209053993225,0.9339434504508972,0.9427581429481506,0.9500875473022461,0.9296956062316895,0.8428512811660767,0.8851746320724487
7,2010-06-29 00:01:06.184,0.9087275862693787,0.9293178915977478,0.9401776194572449,0.9016324281692505,0.827089250087738,0.8282032608985901,0.8400418758392334
8,2010-07-01 00:01:06.184,0.8911754488945007,0.927309513092041,0.9471907019615173,0.9030126929283142,0.8483747243881226,0.8374776244163513,0.809800386428833
9,2010-07-08 00:01:06.184,0.9088017344474792,0.9310177564620972,0.9522912502288818,0.9222158193588257,0.8733803033828735,0.8438504934310913,0.8506406545639038
10,2010-07-15 00:01:06.184,0.9073020219802856,0.9306753873825073,0.9519456624984741,0.9282428622245789,0.9206541776657104,0.8102060556411743,0.8593647480010986
11,2010-07-22 00:01:06.184,0.9290333390235901,0.9374457597732544,0.9578486680984497,0.9369698762893677,0.9178177118301392,0.7998189330101013,0.8590520620346069
12,2010-07-29 00:01:06.184,0.9149761199951172,0.946606457233429,0.9516456723213196,0.9287029504776001,0.9058743715286255,0.7818198204040527,0.8959974050521851
13,2010-08-01 00:01:06.184,0.9148662686347961,0.9437423944473267,0.959755539894104,0.9339820146560669,0.8292759656906128,0.7887234091758728,0.7955378293991089
14,2010-08-08 00:01:06.184,0.896981418132782,0.9241159558296204,0.9337643980979919,0.9128169417381287,0.8852709531784058,0.7914793491363525,0.8519420027732849
15,2010-08-15 00:01:06.184,0.8856404423713684,0.9016110301017761,0.9345694184303284,0.9238026738166809,0.9144835472106934,0.7609957456588745,0.8433847427368164
16,2010-08-22 00:01:06.184,0.9294721484184265,0.9187346696853638,0.9415669441223145,0.9393604397773743,0.8899527192115784,0.768641471862793,0.803053617477417
17,2010-08-29 00:01:06.184,0.9275236129760742,0.9554526805877686,0.9656038284301758,0.9032883048057556,0.867422342300415,0.7486934661865234,0.7623791694641113
18,2010-09-01 00:01:06.184,0.9247922897338867,0.9190865755081177,0.9459041357040405,0.8995643854141235,0.8476738333702087,0.7466158270835876,0.7953458428382874
19,2010-09-08 00:01:06.184,0.9388517141342163,0.9518951177597046,0.9720976948738098,0.9183740019798279,0.850156843662262,0.761629581451416,0.8159316778182983
20,2010-09-15 00:01:06.184,0.936632513999939,0.891483724117279,0.8950422406196594,0.9354003667831421,0.9562170505523682,0.7027268409729004,0.8051244616508484
21,2010-09-22 00:01:06.184,0.9545382261276245,0.932449221611023,0.9244537353515625,0.9560421109199524,0.9444434642791748,0.6832547187805176,0.8740724325180054
22,2010-10-01 00:01:06.184,0.9610092043876648,0.9405105113983154,0.9616040587425232,0.9455872178077698,0.9153127670288086,0.7310178279876709,0.8895566463470459
23,2010-10-08 00:01:06.184,0.9413613080978394,0.9256855845451355,0.9497161507606506,0.9020501375198364,0.8172978758811951,0.6980105638504028,0.7717649340629578
24,2010-10-15 00:01:06.184,0.9336438775062561,0.9135988354682922,0.9152752161026001,0.931228518486023,0.8789286017417908,0.7058436274528503,0.80213862657547
25,2010-10-22 00:01:06.184,0.9422423839569092,0.9247387051582336,0.91913902759552,0.9388653635978699,0.9290717244148254,0.6779776811599731,0.8085803389549255
26,2010-10-29 00:01:06.184,0.9368816614151001,0.9054660797119141,0.9492847323417664,0.8971342444419861,0.8270317912101746,0.6386060118675232,0.7208337783813477
27,2010-11-01 00:01:06.184,0.9492926597595215,0.899382472038269,0.948650062084198,0.908416211605072,0.901626467704773,0.6416012644767761,0.8424644470214844
28,2010-11-08 00:01:06.184,0.9566178917884827,0.9435747861862183,0.9391958713531494,0.9404505491256714,0.9720897674560547,0.6682964563369751,0.8631644248962402
29,2010-11-15 00:01:06.184,0.9184964895248413,0.8970160484313965,0.9233952164649963,0.9121030569076538,0.9202209115028381,0.6257971525192261,0.8325373530387878
30,2010-11-22 00:01:06.184,0.9192047119140625,0.8922224044799805,0.8920444846153259,0.9237267374992371,0.8704359531402588,0.6021119356155396,0.7357947826385498
31,2010-11-29 00:01:06.184,0.9379017353057861,0.91905677318573,0.9466688632965088,0.908265233039856,0.8410844802856445,0.5906575918197632,0.701533854007721
32,2010-12-01 00:01:06.184,0.9411253929138184,0.895117998123169,0.9397218227386475,0.917637825012207,0.8742444515228271,0.5958049297332764,0.7909516096115112
33,2010-12-08 00:01:06.184,0.9279569983482361,0.8843410611152649,0.9111707806587219,0.9244281053543091,0.9196529388427734,0.5782352685928345,0.7594277262687683
34,2010-12-15 00:01:06.184,0.9540971517562866,0.9186703562736511,0.9413354396820068,0.9578432440757751,0.941149115562439,0.6394261121749878,0.780655562877655
35,2010-12-22 00:01:06.184,0.9246050715446472,0.882632315158844,0.9200997948646545,0.924565851688385,0.8811634182929993,0.5429747104644775,0.674699604511261
36,2010-12-29 00:01:06.184,0.9457456469535828,0.8904030919075012,0.9390022158622742,0.9263009428977966,0.856738805770874,0.5929521322250366,0.7333307266235352
37,2011-01-01 00:01:06.184,0.9237858057022095,0.8816567063331604,0.907636821269989,0.8971906900405884,0.862336277961731,0.5546651482582092,0.7045190930366516
38,2011-01-08 00:01:06.184,0.9469354152679443,0.890460193157196,0.9455615878105164,0.9194583296775818,0.8956654071807861,0.5357025265693665,0.7176702618598938
39,2011-01-15 00:01:06.184,0.9411348700523376,0.8961988091468811,0.9402251839637756,0.9376269578933716,0.9040465354919434,0.5362185835838318,0.7157049179077148
40,2011-01-22 00:01:06.184,0.9385806918144226,0.8773275017738342,0.9252875447273254,0.9308112859725952,0.9145617485046387,0.5177026391029358,0.7068973183631897
41,2011-01-29 00:01:06.184,0.9446558356285095,0.8812539577484131,0.9256999492645264,0.9373909831047058,0.9207512140274048,0.6269745826721191,0.7248964309692383
42,2011-02-01 00:01:06.184,0.9442790746688843,0.8814359307289124,0.929913341999054,0.9370390772819519,0.9005756378173828,0.6277758479118347,0.7238447666168213
43,2011-02-08 00:01:06.184,0.9243674874305725,0.8824843764305115,0.9355967044830322,0.9242799878120422,0.9080101251602173,0.6074472069740295,0.7075635194778442
44,2011-02-15 00:01:06.184,0.9387132525444031,0.8773654103279114,0.9369732141494751,0.934786319732666,0.8969963192939758,0.6052684187889099,0.697132408618927
45,2011-02-22 00:01:06.184,0.9487326741218567,0.895571231842041,0.9492365121841431,0.9440968036651611,0.9272023439407349,0.5736302733421326,0.7057684063911438
46,2011-03-01 00:01:06.184,0.9187348484992981,0.9015671610832214,0.9389171600341797,0.9259974360466003,0.8923717141151428,0.6045746207237244,0.8853529095649719
47,2011-03-08 00:01:06.184,0.9241891503334045,0.8801857829093933,0.9022413492202759,0.9130522012710571,0.9442383646965027,0.5783500671386719,0.9503487944602966
48,2011-03-15 00:01:06.184,0.9242295622825623,0.8966203927993774,0.9124160408973694,0.9107579588890076,0.9306126236915588,0.5456284880638123,0.8985609412193298
49,2011-03-22 00:01:06.184,0.9348339438438416,0.8819703459739685,0.9376558661460876,0.9243333339691162,0.9194088578224182,0.5642653107643127,0.8939526081085205
50,2011-03-29 00:01:06.184,0.9360982775688171,0.8974664211273193,0.9358239769935608,0.9256855845451355,0.9118192195892334,0.5198838114738464,0.8897907137870789
51,2011-04-01 00:01:06.184,0.9021178483963013,0.8790249228477478,0.920880913734436,0.9127324223518372,0.8786564469337463,0.5216392874717712,0.8397428393363953
52,2011-04-08 00:01:06.184,0.9242899417877197,0.8899087905883789,0.9248698353767395,0.9549221396446228,0.9379644393920898,0.47602081298828125,0.8662539124488831
53,2011-04-15 00:01:06.184,0.906595766544342,0.8910518288612366,0.9150183200836182,0.9568483233451843,0.9452077150344849,0.545596182346344,0.8852138519287109
54,2011-04-22 00:01:06.184,0.9093857407569885,0.8911907076835632,0.9350335001945496,0.9331551194190979,0.8851063847541809,0.4984697699546814,0.8518972396850586
55,2011-04-29 00:01:06.184,0.9150249361991882,0.8844159841537476,0.9361858367919922,0.9415039420127869,0.9346065521240234,0.5064074397087097,0.8850296139717102
56,2011-05-01 00:01:06.184,0.9031034111976624,0.881060779094696,0.9283143877983093,0.933968186378479,0.9106353521347046,0.48848941922187805,0.8715308308601379
57,2011-05-08 00:01:06.184,0.9168027639389038,0.8975735902786255,0.9506680369377136,0.9405967593193054,0.9097639918327332,0.4736596941947937,0.8413041234016418
58,2011-05-15 00:01:06.184,0.9102548956871033,0.8841752409934998,0.9325740337371826,0.9156193733215332,0.9055693745613098,0.4808925986289978,0.8633800148963928
59,2011-05-22 00:01:06.184,0.9067102670669556,0.9043081998825073,0.9376967549324036,0.9526212215423584,0.8901657462120056,0.4611688554286957,0.8433895707130432
60,2011-05-29 00:01:06.184,0.908250629901886,0.8838924765586853,0.9416793584823608,0.940168559551239,0.9415695667266846,0.4444641172885895,0.853822648525238
61,2011-06-08 00:01:06.184,0.8969296216964722,0.887717604637146,0.9407768249511719,0.9480148553848267,0.9148058891296387,0.4365927278995514,0.8330277800559998
62,2011-06-15 00:01:06.184,0.9045731425285339,0.8942774534225464,0.935447633266449,0.9453771114349365,0.9209336638450623,0.4206390678882599,0.8250701427459717
63,2011-06-22 00:01:06.184,0.9142476320266724,0.9052726030349731,0.9439558386802673,0.9477534890174866,0.9383944272994995,0.4494360685348511,0.8383309841156006
64,2011-06-29 00:01:06.184,0.8967900276184082,0.8875276446342468,0.9314179420471191,0.9344689249992371,0.9211132526397705,0.4349246025085449,0.8444726467132568
65,2011-07-01 00:01:06.184,0.8802007436752319,0.8896790742874146,0.9442594051361084,0.914109468460083,0.8735005259513855,0.4104476571083069,0.8240278959274292
66,2011-07-08 00:01:06.184,0.892709493637085,0.8795490264892578,0.9254451990127563,0.9332442879676819,0.9005675911903381,0.4374921917915344,0.8079918622970581
67,2011-07-15 00:01:06.184,0.8856677412986755,0.8851709961891174,0.944275438785553,0.9226221442222595,0.8910748362541199,0.3953571021556854,0.8143258690834045
68,2011-07-22 00:01:06.184,0.9033089280128479,0.8738781213760376,0.9319507479667664,0.9339113235473633,0.9517115950584412,0.3896946609020233,0.8164604902267456
69,2011-07-29 00:01:06.184,0.9109084606170654,0.895743191242218,0.9470558762550354,0.9346915483474731,0.9043958783149719,0.3620207905769348,0.8083677887916565
70,2011-08-01 00:01:06.184,0.8789056539535522,0.8811900019645691,0.9418632388114929,0.8930559158325195,0.8321449160575867,0.3811900317668915,0.751538872718811
71,2011-08-08 00:01:06.184,0.90766841173172,0.9062060713768005,0.9615726470947266,0.8979507088661194,0.8487476110458374,0.3320296108722687,0.7449472546577454
72,2011-08-15 00:01:06.184,0.8999096155166626,0.8870048522949219,0.9354508519172668,0.9209257960319519,0.890138566493988,0.34828662872314453,0.7446671724319458
73,2011-08-22 00:01:06.184,0.9116460680961609,0.8913023471832275,0.9320235252380371,0.9466300010681152,0.9197743535041809,0.3297382593154907,0.7080857157707214
74,2011-08-29 00:01:06.184,0.9122945666313171,0.9017266631126404,0.941236138343811,0.9417732357978821,0.8887443542480469,0.3377707898616791,0.759990930557251
75,2011-09-01 00:01:06.184,0.9159207940101624,0.8858932256698608,0.9383253455162048,0.9255616068840027,0.8755254149436951,0.34245428442955017,0.7272107601165771
76,2011-09-08 00:01:06.184,0.923272967338562,0.8931846618652344,0.9373860955238342,0.950093686580658,0.9465777277946472,0.3068235218524933,0.7754552960395813
77,2011-09-15 00:01:06.184,0.9375491738319397,0.8902624249458313,0.9431632161140442,0.9678953886032104,0.9583051204681396,0.3391459882259369,0.7916464805603027
78,2011-09-22 00:01:06.184,0.907846987247467,0.8953815698623657,0.9436166882514954,0.940951943397522,0.9116498231887817,0.32871201634407043,0.7328450679779053
79,2011-09-29 00:01:06.184,0.8868409991264343,0.8619009852409363,0.9329721331596375,0.9262380003929138,0.8147757053375244,0.2982714772224426,0.6907811760902405
80,2011-10-01 00:01:06.184,0.8955603241920471,0.8430509567260742,0.9267263412475586,0.8955387473106384,0.8871511220932007,0.2892867624759674,0.7345556616783142
81,2011-10-08 00:01:06.184,0.9083144068717957,0.8948063254356384,0.9570725560188293,0.925578236579895,0.8645700216293335,0.34153154492378235,0.6950485706329346
82,2011-10-15 00:01:06.184,0.9101523160934448,0.9098349213600159,0.9373252987861633,0.9503579139709473,0.9448625445365906,0.33964160084724426,0.6767467856407166
83,2011-10-22 00:01:06.184,0.8756425380706787,0.8353844285011292,0.9027103185653687,0.9528264403343201,0.9472252726554871,0.3196523189544678,0.7193754315376282
